10897	11	14406
16970	74	23914
6658	27	1933
26100	98	6746
3801	79	7862
10831	79	7862
1822	93	25192
18774	62	8059
17065	22	2546
19203	27	7387
27392	12	7149
22152	34	20437
2482	93	7761
14544	129	7398
19031	122	8498
27737	17	579
22675	32	9690
498	33	3799
16940	93	3234
20054	129	7398
5787	129	7398
25893	36	15034
8186	116	21003
4751	87	25250
3322	29	22530
26462	89	3416
21132	129	7398
13972	90	20437
8418	96	22487
15195	96	24973
20996	49	26131
196	33	3799
18927	27	561
27617	32	9690
13391	93	1363
10421	89	15998
19384	6	16149
19737	63	1698
3500	82	23252
759	79	7862
27505	79	7862
17981	22	2546
15690	66	10149
19256	0	10093
12476	132	9099
8107	79	7862
6562	76	23894
9546	34	20437
533	43	6012
7273	127	15937
21633	81	9989
24848	124	14960
19414	29	22530
6653	27	10505
23405	132	18833
11113	29	22530
20149	32	15861
11667	132	13414
2815	129	7398
10950	71	8183
25406	132	18833
13602	96	2836
13273	29	22530
19252	81	12421
2879	79	7862
17274	122	8498
11418	75	26568
14941	36	15034
23496	25	8517
179	22	2546
2589	132	18833
1511	129	7398
16943	96	2102
15556	79	7862
21800	101	3331
726	125	13515
1004	119	10440
8924	71	14250
25168	43	6012
6055	75	26568
21341	21	5289
26701	21	608
9226	79	7862
15259	18	20773
26343	78	1806
2005	34	20437
15825	96	16616
16046	29	23199
5087	74	27289
8444	43	22665
10086	8	2546
22116	33	3799
16622	89	27159
3373	21	14217
21915	115	13418
10332	36	26999
7520	101	3331
21224	27	9099
18770	93	3926
18485	16	26967
3525	74	21281
12734	29	22530
11719	19	19879
20545	48	23886
7681	11	17633
3401	32	9690
9370	129	7398
14314	43	6012
14562	82	20714
6828	74	5488
3147	34	26081
6566	79	7862
24063	133	22665
5982	75	26568
958	72	20773
22646	50	16115
11758	21	13760
22546	71	9594
3451	96	24973
11647	11	25414
7744	29	13891
23839	63	558
21404	89	27159
8253	33	3799
24620	27	18833
27452	131	16504
735	113	15095
20157	132	6328
6556	27	7996
1813	98	6746
11955	132	9099
22895	34	10229
22337	79	7862
14170	15	2628
26395	62	8921
26357	32	26583
13199	62	26168
22546	40	3780
6119	71	16504
23261	33	3799
21552	74	25208
22275	50	8701
18974	119	7493
10374	33	3799
19988	32	7862
6314	32	24250
17563	37	8517
6883	116	20027
21292	21	5289
9509	113	22530
8143	15	22665
23623	27	18833
6903	32	9690
3578	33	3799
3761	74	23914
240	93	1363
15442	34	10229
25590	132	13414
8387	6	7536
13127	33	3799
25161	32	24250
11417	81	22530
16957	34	20437
19575	71	3679
19579	82	20773
6566	96	4492
21216	11	25414
2172	27	10790
4740	29	22530
7091	72	27232
20500	122	8498
9425	32	9690
17435	87	10046
20674	96	24661
15764	82	7327
6947	129	7398
469	72	5759
18622	82	20773
23439	33	3799
12301	113	19505
21505	33	8609
20004	129	7398
23113	33	15268
21616	80	27865
18853	32	26583
25568	71	3679
2368	74	6254
23047	22	2546
17507	132	3352
8967	101	3483
21060	115	18119
17948	63	21356
8185	71	20102
1016	133	14532
1129	115	24173
26382	89	27159
17561	129	7398
5649	1	15861
14599	101	3331
12507	129	7398
26486	22	2546
5728	34	20437
22512	96	24585
7474	33	3799
25235	23	3289
9399	132	20982
1184	79	7862
7607	22	2546
23816	98	22530
26	32	24250
778	114	21361
21166	82	20773
13811	17	579
17963	27	18833
23456	101	3483
20085	129	7398
23660	79	7862
8186	132	24000
13479	43	8789
5422	82	20773
16054	129	7398
13058	132	8580
25710	27	10505
24755	74	4504
11163	115	21967
4656	49	26131
9514	37	8517
21447	27	8548
1268	15	27023
26361	132	5848
6006	5	25839
19205	132	7387
22272	22	7398
99	87	25250
7208	37	5991
24868	32	26583
2843	101	3331
13922	71	2536
26050	87	22492
17079	43	22665
21124	96	24973
26736	87	10046
9685	72	20027
8716	42	11241
24712	33	3799
24012	79	7862
23407	22	2546
18800	71	9480
22217	27	8580
12763	113	21356
5770	71	9594
19193	1	15861
27383	82	20773
7152	15	14532
12567	72	27459
18560	79	7862
17554	33	3799
10522	43	22665
23825	89	23674
23543	129	7398
11335	34	14747
22411	115	8379
10990	122	2511
5281	0	22890
27667	131	16504
3250	132	3352
20553	101	3331
14454	129	7398
6096	132	15547
14413	76	22429
19684	74	27289
15210	101	3331
11444	82	14307
17886	74	7761
9220	11	25414
19605	129	7398
20179	113	21356
22770	33	3799
8037	2	10587
23291	82	7327
4681	93	27289
3685	89	27159
25334	79	7428
22146	29	23336
27122	71	23689
13710	74	21281
24714	82	23252
10716	9	12976
1439	132	25415
7752	79	7862
20628	63	8100
11901	87	22492
26955	74	27289
8968	43	6012
22478	49	26131
9730	21	5289
27358	50	16115
8773	93	7761
19334	43	27023
4116	11	25414
19976	132	13414
1610	72	7954
7691	21	5289
26943	36	22530
19966	81	22530
26968	49	12104
3434	72	20437
11178	72	16858
3806	98	22530
355	32	26583
18581	75	10285
6367	11	25414
7075	71	25478
13847	21	5289
7741	66	26081
26224	29	22530
6080	109	18207
3962	11	10664
26201	132	19355
11463	73	26568
7260	132	18833
24295	89	27159
6457	71	20024
14142	93	8874
7012	39	25120
27310	71	25654
26977	27	1933
13013	71	16504
26830	79	15327
5248	129	7398
10908	33	3799
26141	122	8498
18457	132	8548
24416	15	6012
16760	11	10664
3987	11	25414
5576	132	1933
14232	71	16504
7323	32	24250
6350	96	19466
20783	32	9690
17492	49	12104
4064	76	23894
17590	113	22530
16531	15	6012
23476	8	2546
12753	6	7536
3250	11	10664
19768	21	13105
26513	132	561
11733	37	8517
24181	82	20773
16997	100	10490
20962	32	24250
15678	76	7424
525	32	24250
2644	124	11494
17693	82	20773
27324	33	3799
7661	32	24250
7718	129	7398
7297	6	7536
26223	29	9105
17496	74	21281
19350	36	24205
13487	43	22665
21832	62	15254
462	32	26583
18556	11	25414
17341	129	7398
4444	96	5773
3394	129	7398
12074	129	7398
18380	79	7862
23101	81	18739
10669	129	7398
9687	38	13192
18474	93	8874
16422	74	23914
22877	122	8498
19170	32	24250
26147	63	21356
6080	15	14532
2184	34	19797
21821	89	27159
6177	71	2536
3205	29	22530
18410	22	7398
1836	74	4733
24730	74	27289
17787	93	22070
4802	29	23336
1845	82	20773
14266	132	6909
22625	132	20982
468	96	25859
10924	33	3799
3581	74	27289
18273	29	13891
7621	74	4504
25086	43	6012
18205	32	15861
5494	11	10664
4856	133	14532
15521	19	19879
8252	71	13769
27630	96	20634
19513	131	7536
5974	96	18293
19480	101	3483
5280	72	20241
19422	27	862
10969	71	17949
8545	132	18833
16582	79	7862
20629	79	7862
22303	119	14250
12444	129	7398
16042	75	23565
12191	79	7862
12777	71	21601
3363	75	11517
702	93	24814
14905	33	3799
2407	21	27325
12956	106	8335
5623	116	5801
15587	119	10440
17500	71	8215
17967	21	21093
17128	33	3799
22972	109	18207
8510	76	23894
27748	32	7862
7877	71	3679
5189	43	22665
26987	21	14217
27526	29	22530
3380	126	11671
18501	36	24205
20071	43	14532
15343	74	1363
6730	129	7398
6383	74	7954
25513	29	22530
18128	93	1363
4682	22	2546
27295	132	7387
23059	43	6012
20756	33	3799
1174	82	23252
3822	21	608
26764	27	7387
17766	27	7996
15074	110	7398
5146	89	27159
6697	90	12219
15032	32	26583
16865	94	1664
11266	129	7398
18753	131	16504
7396	22	2546
21234	72	672
15975	132	18833
11169	131	25654
5958	33	3799
11160	133	14532
26071	100	9406
7714	11	10664
20568	33	3799
10269	96	11794
8340	33	3799
5202	32	9690
21144	27	8548
7281	129	7398
15011	13	19503
4935	116	20027
20060	33	3799
1994	36	15034
22393	79	7862
2762	122	8498
1661	71	19176
21882	74	21874
5883	33	3799
4691	96	17384
16419	110	7398
2542	62	25732
1789	89	20870
16506	89	27159
2472	129	7398
5091	79	7862
12911	71	16504
1877	96	24973
18836	50	23949
10619	96	25859
23638	32	15861
27053	15	14532
21835	34	20437
5217	82	20773
25947	89	6772
25460	62	20027
18351	90	12219
22539	0	15306
17882	72	21003
22287	132	18833
13674	79	6019
4736	122	8498
20322	71	8411
17637	101	3331
16483	27	18833
22248	27	18833
24690	50	14919
13301	96	4492
24961	32	9690
25018	96	15972
19898	71	14250
25388	24	596
1950	125	3528
8074	132	7387
12862	36	22530
27042	82	20773
904	11	25414
15369	74	21296
24309	29	22530
20177	79	7862
19393	131	7536
13371	96	10911
13907	43	6012
19500	129	7398
1222	66	10149
18924	32	9690
8326	9	4733
26247	79	7862
19118	32	26583
8305	79	7862
10507	74	5488
18043	74	2069
7727	74	5488
25136	7	2997
23608	122	8498
20619	29	22530
2645	87	14597
10905	96	5532
27508	32	15861
13407	82	20773
6783	115	12407
25057	36	24205
1010	33	3799
841	74	1363
11246	43	23080
14698	79	68
7532	93	2730
11991	130	11671
11396	33	3799
27121	34	20437
5464	129	7398
8618	27	862
17389	27	18833
17276	133	22665
27497	18	27371
14582	71	10440
27615	31	10852
2537	74	10094
1041	72	16711
12357	34	6344
18037	74	21914
743	15	6012
26163	72	19879
15742	93	10094
5284	132	7996
469	129	7398
8476	131	16504
14639	89	4431
25295	119	7493
5266	29	22530
16315	96	26537
7764	43	22665
8030	32	9690
24848	129	7398
6363	11	10664
25065	101	3331
35	79	7434
7256	4	3483
8165	36	24205
3755	57	7398
10388	93	7004
13814	119	10440
2563	66	10149
13911	72	20241
17848	132	19783
24033	96	396
25607	32	24250
14804	19	11241
7882	71	8183
11491	22	2546
6803	16	16176
10355	27	18833
20114	40	4504
8758	36	15034
1689	29	22530
21127	79	7862
4317	129	7398
19717	42	16711
6563	8	21248
23865	33	3799
21324	79	22710
12192	27	9099
15607	43	22665
18881	119	14250
6110	129	7398
24766	90	20437
24595	21	26984
11355	114	21589
6033	132	18833
10316	27	862
4913	43	24665
16877	33	3799
14607	5	25839
21933	27	10790
12733	72	7327
9925	74	9950
25396	71	16504
2555	29	22530
6492	36	21356
1757	76	23894
23120	27	23131
23407	129	7398
14196	79	20418
25158	32	9690
6759	21	14217
11136	32	9690
10331	71	3679
237	57	7398
11075	17	579
16243	27	7387
15264	51	27289
17660	32	15861
10343	119	14250
8603	32	26583
7007	110	7398
20538	75	26568
18446	122	8498
13616	71	3679
26221	94	13701
18058	5	8498
21480	89	27159
18664	2	4049
23175	82	6909
24961	113	21356
10941	33	8609
22836	131	19176
49	33	3799
2818	117	17034
13638	74	7761
3614	25	10229
6409	132	561
21343	27	18833
16618	110	7398
18335	129	7398
13666	77	5584
7844	33	3799
19104	129	7398
19029	63	21356
26089	101	3483
2029	32	15861
8356	15	24665
19393	74	23914
24900	93	19735
15656	43	6012
7897	11	25414
20881	79	7862
21893	27	22391
1588	72	20437
438	116	20241
22006	29	22530
11488	27	7750
19982	129	7398
26927	21	26984
27104	13	19747
6127	81	22530
2587	27	9099
10921	96	24973
1923	93	25192
20922	129	7398
711	132	18833
24336	74	27289
2344	17	579
16794	132	15547
2460	113	22530
27762	27	7633
14480	90	12219
16840	50	16115
11916	33	8609
1772	15	14532
2659	93	7954
27310	54	27289
18662	134	20116
26627	101	3483
21575	29	22530
25260	66	10149
12882	133	22665
11089	43	24335
6834	29	22530
25558	79	7862
6151	81	22530
7769	33	3799
263	29	22530
721	27	13414
13638	75	22530
23773	93	5488
4721	76	22429
23000	89	27159
26253	62	10806
11933	32	15861
4922	132	9099
24498	133	24335
18043	132	7750
15388	15	6012
16101	129	7398
14617	82	20773
25688	132	18833
26372	71	16115
2833	33	3799
14796	132	20982
18726	27	7996
15609	82	11387
8356	43	14532
24568	113	22530
12711	89	27159
13233	122	8498
11831	29	22530
24500	115	7941
26317	79	7862
15817	115	23780
2774	129	7398
12815	113	15034
5319	32	26583
4643	43	14532
8797	82	23252
9543	129	7398
6908	22	2546
2657	129	7398
25048	6	7536
18462	133	22665
23713	82	20773
4775	50	23949
13168	24	2052
12548	33	3799
19143	93	19735
6586	29	22530
22726	89	27159
13849	87	25250
19902	109	14843
17245	76	23894
12458	74	5488
24326	96	6198
23399	33	3799
27659	131	16504
14803	119	10440
17832	32	26583
3112	105	7398
2608	132	25415
924	19	6370
24495	71	25478
9495	132	9099
24623	33	3799
20155	43	10046
19498	122	8498
8001	96	24527
23015	27	7387
25881	56	23720
8140	71	3679
11015	89	20870
26405	96	25598
2512	74	5488
22416	113	22530
11435	43	23275
10473	12	9930
3034	37	8517
6612	29	22530
26832	43	24665
7533	50	16115
17729	32	9690
18893	132	18833
3838	62	14249
23191	17	579
18720	19	20027
9734	33	3799
24371	43	22665
8905	76	22429
22220	132	18833
18515	93	2406
1484	11	10664
10930	129	7398
16008	33	5950
20620	51	174
22855	33	3799
24080	27	18833
15556	33	3799
18165	27	862
3911	71	3679
22309	129	7398
11955	72	7327
4177	98	22530
15360	27	7387
1746	17	579
3063	43	6012
27062	54	7761
26524	118	4374
7501	98	14853
20774	120	18626
15093	79	7862
12618	132	7633
5903	74	27057
10686	32	9690
9054	132	2742
25495	21	5289
17508	87	2112
2280	54	7263
677	129	7398
20211	29	22530
13766	90	20437
19239	79	7862
12060	33	3799
14038	129	7398
27036	75	26568
19093	74	5488
17342	102	1922
6704	124	14960
7732	43	6012
23663	129	7398
6348	132	13584
27008	133	24335
21410	75	26568
2961	6	20597
14041	43	24335
